year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,DATE
2017,5,8,3.2165,4.4784,2.2438,2017-05-08
2017,5,9,3.3389,4.4767,2.6964,2017-05-09
2017,5,10,4.3075,4.579,5.3918,2017-05-10
2017,5,11,2.1698,3.979,0.113,2017-05-11
2017,5,12,3.8194,4.2787,4.7863,2017-05-12
2017,5,13,0.8563,4.29,0.3936,2017-05-13
2017,5,14,2.1907,4.6013,0.8254,2017-05-14
2017,5,15,2.7617,4.4069,2.4667,2017-05-15
2017,5,16,4.5233,4.5362,6.7555,2017-05-16
2017,5,17,2.4492,4.1525,0.8861,2017-05-17
2017,5,18,1.8451,3.805,0.7082,2017-05-18
2017,5,19,1.3788,4.0666,0.2674,2017-05-19
2017,5,20,4.1808,4.3927,6.1572,2017-05-20
2017,5,21,4.5053,4.6728,7.1945,2017-05-21
2017,5,22,3.3888,4.4021,2.881,2017-05-22
2017,5,23,1.4887,3.7517,0.137,2017-05-23
2017,5,24,2.7994,3.7483,1.2874,2017-05-24
2017,5,25,1.8454,3.9799,0.4001,2017-05-25
2017,5,26,2.0071,3.8124,0.4694,2017-05-26
2017,5,27,0.9139,3.977,0.0182,2017-05-27
2017,5,28,1.9214,4.0934,0.2849,2017-05-28
2017,5,29,0.9977,4.0039,0.3161,2017-05-29
2017,5,30,0.6823,3.7423,0.1078,2017-05-30
2017,5,31,1.8602,4.1755,0.8237,2017-05-31
2017,6,1,1.4518,4.1851,0.4397,2017-06-01
2017,6,2,1.2067,4.2528,0.5388,2017-06-02
2017,6,3,1.8283,3.8148,0.4174,2017-06-03
2017,6,4,1.0157,3.576,0.2784,2017-06-04
2017,6,5,0.8018,3.8882,0.2153,2017-06-05
2017,6,6,1.0495,3.8282,0.4075,2017-06-06
2017,6,7,0.7411,3.432,0.0996,2017-06-07
2017,6,8,1.5442,3.7404,0.7003,2017-06-08
2017,6,9,3.8693,4.3495,6.5827,2017-06-09
2017,6,10,4.3214,4.3241,7.8516,2017-06-10
2017,6,11,4.2677,4.2835,7.5341,2017-06-11
2017,6,12,4.1165,4.1765,6.6674,2017-06-12
2017,6,13,2.8582,3.9677,3.4637,2017-06-13
2017,6,14,2.0285,3.7234,1.6901,2017-06-14
2017,6,15,3.2251,3.828,3.9991,2017-06-15
2017,6,16,3.8321,3.966,5.9479,2017-06-16
2017,6,17,3.774,3.9218,5.1509,2017-06-17
2017,6,18,0.8882,3.4918,0.3367,2017-06-18
2017,6,19,3.8602,4.2487,5.591,2017-06-19
2017,6,20,4.4074,4.416,7.9841,2017-06-20
2017,6,21,2.6578,3.8424,2.3448,2017-06-21
2017,6,22,4.0034,4.0102,6.7267,2017-06-22
2017,6,23,3.9646,3.972,6.5513,2017-06-23
2017,6,24,3.257,3.9053,4.0961,2017-06-24
2017,6,25,3.8369,4.0063,5.9446,2017-06-25
2017,6,26,3.8842,4.0193,5.7502,2017-06-26
2017,6,27,3.7596,3.9077,5.5344,2017-06-27
2017,6,28,3.2705,3.684,3.6012,2017-06-28
2017,6,29,3.5066,3.7346,4.3757,2017-06-29
2017,6,30,1.4959,3.8854,0.6319,2017-06-30
2017,7,1,1.5463,4.0841,0.5225,2017-07-01
2017,7,2,2.6916,4.2343,0.4574,2017-07-02
2017,7,3,2.4811,3.9264,0.8352,2017-07-03
2017,7,4,4.0939,4.1062,6.582,2017-07-04
2017,7,5,2.7288,3.8758,2.9134,2017-07-05
2017,7,6,3.5501,3.9557,5.2296,2017-07-06
2017,7,7,3.4632,3.9583,4.637,2017-07-07
2017,7,8,3.7726,4.0476,4.8538,2017-07-08
2017,7,9,2.8397,3.7932,3.101,2017-07-09
2017,7,10,3.3276,3.9542,4.3351,2017-07-10
2017,7,11,3.5551,3.9792,4.6872,2017-07-11
2017,7,12,4.1736,4.2437,6.8993,2017-07-12
2017,7,13,4.2706,4.3006,7.2204,2017-07-13
2017,7,14,4.2206,4.249,6.9535,2017-07-14
2017,7,15,3.6283,4.1621,4.7621,2017-07-15
2017,7,16,0.5794,3.8736,0.2674,2017-07-16
2017,7,17,3.1678,4.5576,4.0481,2017-07-17
2017,7,18,4.7501,4.8358,8.141,2017-07-18
2017,7,19,4.7662,4.8106,8.0722,2017-07-19
2017,7,20,4.6217,4.6949,7.6193,2017-07-20
2017,7,21,4.5677,4.609,7.2653,2017-07-21
2017,7,22,4.5233,4.5679,7.0889,2017-07-22
2017,7,23,4.2914,4.3771,6.4853,2017-07-23
2017,7,24,4.1695,4.2677,5.8718,2017-07-24
2017,7,25,4.0073,4.2739,5.3458,2017-07-25
2017,7,26,4.5715,4.6049,7.3598,2017-07-26
2017,7,27,4.6536,4.6781,7.5418,2017-07-27
2017,7,28,4.6937,4.7042,7.3973,2017-07-28
2017,7,29,4.6757,4.7018,7.3039,2017-07-29
2017,7,30,4.5559,4.6265,6.8083,2017-07-30
2017,7,31,4.1071,4.4878,5.1737,2017-07-31
2017,8,1,3.1673,4.182,2.2214,2017-08-01
2017,8,2,0.7505,3.9946,0.1618,2017-08-02
2017,8,3,2.4595,4.926,1.0747,2017-08-03
2017,8,4,5.0011,5.0318,7.8845,2017-08-04
2017,8,5,4.8386,4.949,7.4959,2017-08-05
2017,8,6,4.7371,4.8502,6.8496,2017-08-06
2017,8,7,2.5039,4.4438,1.1136,2017-08-07
2017,8,8,3.9216,4.313,3.9391,2017-08-08
2017,8,9,4.4832,4.547,5.3954,2017-08-09
2017,8,10,3.4068,3.9919,2.5546,2017-08-10
2017,8,11,4.063,4.3754,4.1232,2017-08-11
2017,8,12,1.6236,4.1311,0.2081,2017-08-12
2017,8,13,2.2781,4.9214,1.0975,2017-08-13
2017,8,14,4.6824,5.31,5.6311,2017-08-14
2017,8,15,4.9584,5.1427,6.8186,2017-08-15
2017,8,16,4.5266,5.1862,5.6962,2017-08-16
2017,8,17,4.7057,5.3009,6.6542,2017-08-17
2017,8,18,4.4426,5.2464,5.3266,2017-08-18
2017,8,19,2.7562,4.7558,1.5091,2017-08-19
2017,8,20,5.3647,5.7838,7.3774,2017-08-20
2017,8,21,5.9323,5.9386,9.3473,2017-08-21
2017,8,22,5.1962,5.4718,7.3082,2017-08-22
2017,8,23,5.1204,5.1305,6.5779,2017-08-23
2017,8,24,5.2037,5.2224,6.6588,2017-08-24
2017,8,25,5.4442,5.4451,7.5934,2017-08-25
2017,8,26,3.3948,4.9318,1.5842,2017-08-26
2017,8,27,3.2928,4.6025,1.1198,2017-08-27
2017,8,28,4.9716,5.046,5.3779,2017-08-28
2017,8,29,5.2774,5.293,6.149,2017-08-29
2017,8,30,4.5749,5.2145,3.9924,2017-08-30
2017,8,31,4.6942,5.2169,4.4892,2017-08-31
2017,9,1,5.6597,5.7058,7.2442,2017-09-01
2017,9,2,5.574,5.6182,6.9859,2017-09-02
2017,9,3,5.3354,5.4163,5.8075,2017-09-03
2017,9,4,4.9582,5.2812,4.3442,2017-09-04
2017,9,5,1.5192,5.0215,0.1526,2017-09-05
2017,9,6,5.1396,5.5018,4.9075,2017-09-06
2017,9,7,5.2214,5.5085,4.7815,2017-09-07
2017,9,8,3.1373,4.9087,0.5078,2017-09-08
2017,9,9,3.8026,4.3037,1.8396,2017-09-09
2017,9,10,3.9569,4.525,2.1722,2017-09-10
2017,9,11,5.2202,5.4197,4.1527,2017-09-11
2017,9,12,4.3627,5.2006,2.3885,2017-09-12
2017,9,13,4.6303,5.4077,2.9047,2017-09-13
2017,9,14,1.8665,4.7479,0.2338,2017-09-14
2017,9,15,0.9079,5.0179,0.1034,2017-09-15
2017,9,16,2.97,6.2237,0.438,2017-09-16
2017,9,17,5.8601,6.8146,6.7872,2017-09-17
2017,9,18,6.5148,6.5165,8.1434,2017-09-18
2017,9,19,6.3588,6.3679,7.7105,2017-09-19
2017,9,20,6.4085,6.4246,7.6226,2017-09-20
2017,9,21,4.7878,6.0019,3.5762,2017-09-21
2017,9,22,2.0371,5.599,0.1606,2017-09-22
2017,9,23,1.3673,4.53,0.0348,2017-09-23
2017,9,24,3.8801,5.3926,1.8278,2017-09-24
2017,9,25,5.4137,6.0804,4.284,2017-09-25
2017,9,26,6.257,6.4109,6.3821,2017-09-26
2017,9,27,4.403,6.0581,1.4676,2017-09-27
2017,9,28,2.2661,5.9849,0.0048,2017-09-28
2017,9,29,4.1467,5.9957,1.2569,2017-09-29
2017,9,30,4.8754,6.6602,4.3966,2017-09-30
2017,10,1,2.9148,6.6139,0.8352,2017-10-01
2017,10,2,6.9917,7.5842,7.4806,2017-10-02
2017,10,3,7.4832,7.6183,9.6072,2017-10-03
2017,10,4,7.3824,7.6229,8.7422,2017-10-04
2017,10,5,6.2827,7.3039,3.456,2017-10-05
2017,10,6,5.7101,6.6403,4.794,2017-10-06
2017,10,7,2.9318,6.5688,0.995,2017-10-07
2017,10,8,5.9246,6.5436,4.6766,2017-10-08
2017,10,9,2.4768,6.2986,0.7783,2017-10-09
2017,10,10,5.1883,6.3835,3.3038,2017-10-10
2017,10,11,6.3326,6.6221,5.695,2017-10-11
2017,10,12,3.7757,6.5714,1.559,2017-10-12
2017,10,13,1.2682,6.6838,0.1181,2017-10-13
2017,10,14,3.6552,7.5002,1.1426,2017-10-14
2017,10,15,7.2127,7.9159,6.4762,2017-10-15
2017,10,16,6.3276,7.1683,5.2745,2017-10-16
2017,10,17,5.7953,7.1758,3.4536,2017-10-17
2017,10,18,6.8282,7.02,6.1349,2017-10-18
2017,10,19,2.5692,6.527,0.2333,2017-10-19
2017,10,20,4.7244,6.9814,2.1238,2017-10-20
2017,10,21,4.5845,7.1794,2.4679,2017-10-21
2017,10,22,7.6831,8.1686,8.1206,2017-10-22
2017,10,23,8.3249,8.3717,10.6013,2017-10-23
2017,10,24,6.5976,7.6094,6.1819,2017-10-24
2017,10,25,3.7598,7.3548,1.4767,2017-10-25
2017,10,26,0.8556,7.2641,0.0768,2017-10-26
2017,10,27,4.2679,7.6162,2.6314,2017-10-27
2017,10,28,7.8914,8.2212,8.6458,2017-10-28
2017,10,29,4.1765,7.4184,1.6471,2017-10-29
2017,10,30,4.7203,7.5866,2.8702,2017-10-30
2017,10,31,8.238,8.2771,9.877,2017-10-31
2017,11,1,7.8624,8.4257,9.6662,2017-11-01
2017,11,2,7.6975,8.0174,7.6162,2017-11-02
2017,11,3,4.0315,7.6174,2.2783,2017-11-03
2017,11,4,1.8559,7.8216,0.6281,2017-11-04
2017,11,5,7.0747,8.1382,5.1737,2017-11-05
2017,11,6,8.3153,8.34,10.0442,2017-11-06
2017,11,7,4.405,7.8012,1.5031,2017-11-07
2017,11,8,5.3465,7.7174,1.8139,2017-11-08
2017,11,9,6.4267,8.0095,4.2629,2017-11-09
2017,11,10,5.3846,8.0086,3.9574,2017-11-10
2017,11,11,8.7847,8.7943,11.112,2017-11-11
2017,11,12,8.753,8.7595,11.1744,2017-11-12
2017,11,13,8.9597,8.9698,11.6839,2017-11-13
2017,11,14,8.7816,8.7996,10.9817,2017-11-14
2017,11,15,8.5862,8.6426,10.2446,2017-11-15
2017,11,16,4.7402,7.9709,1.6445,2017-11-16
2017,11,17,3.1922,7.9853,0.5628,2017-11-17
2017,11,18,8.1504,8.4005,7.9358,2017-11-18
2017,11,19,8.8954,8.9047,10.7777,2017-11-19
2017,11,20,8.9664,9.0617,10.4304,2017-11-20
2017,11,21,3.9934,8.2315,1.0632,2017-11-21
2017,11,22,8.8466,9.0386,9.9502,2017-11-22
2017,11,23,9.067,9.1452,11.1804,2017-11-23
2017,11,24,8.6074,8.6834,10.0742,2017-11-24
2017,11,25,1.032,7.9224,0.4126,2017-11-25
2017,11,26,8.411,8.8788,8.724,2017-11-26
2017,11,27,8.8034,8.8997,10.3097,2017-11-27
2017,11,28,8.8961,8.9455,10.6154,2017-11-28
2017,11,29,7.5221,8.4458,6.205,2017-11-29
2017,11,30,6.2506,8.112,3.8635,2017-11-30
2017,12,1,8.2934,8.5073,8.8985,2017-12-01
2017,12,2,8.0357,8.4266,8.0815,2017-12-02
2017,12,3,6.3372,8.1794,2.7341,2017-12-03
2017,12,4,6.3108,8.203,1.9133,2017-12-04
2017,12,5,7.933,8.3333,6.6751,2017-12-05
2017,12,6,4.9529,8.1778,2.3398,2017-12-06
2017,12,7,7.837,8.455,7.1777,2017-12-07
2017,12,8,8.4334,8.6918,9.0787,2017-12-08
2017,12,9,5.5572,8.4487,2.5454,2017-12-09
2017,12,10,8.616,8.7197,9.4181,2017-12-10
2017,12,11,8.898,9.0122,10.5732,2017-12-11
2017,12,12,8.9119,9.0458,10.5293,2017-12-12
2017,12,13,8.8282,8.9537,10.2876,2017-12-13
2017,12,14,7.8024,8.5034,7.4083,2017-12-14
2017,12,15,7.476,8.4266,6.3216,2017-12-15
2017,12,16,8.4415,8.659,8.6671,2017-12-16
2017,12,17,5.8303,8.447,3.2599,2017-12-17
2017,12,18,6.2182,8.3628,3.2309,2017-12-18
2017,12,19,6.7522,8.4175,3.9029,2017-12-19
2017,12,20,4.3536,8.3215,1.9814,2017-12-20
2017,12,21,7.6171,8.3321,6.5057,2017-12-21
2017,12,22,2.3678,8.1048,0.1428,2017-12-22
2017,12,23,2.2066,7.9248,0.2866,2017-12-23
2017,12,24,4.5631,8.5068,0.7781,2017-12-24
2017,12,25,8.7751,8.9227,9.6211,2017-12-25
2017,12,26,6.7248,8.4432,5.4485,2017-12-26
2017,12,27,5.0525,8.0791,2.2817,2017-12-27
2017,12,28,6.0336,8.2404,2.8886,2017-12-28
2017,12,29,6.8618,8.5726,5.603,2017-12-29
2017,12,30,7.8233,8.7223,8.1588,2017-12-30
2017,12,31,7.9322,8.6518,8.0873,2017-12-31
2018,1,1,0.7226,8.4538,0.1966,2018-01-01
2018,1,2,5.5332,8.3899,1.3224,2018-01-02
2018,1,3,8.8022,8.8992,9.8549,2018-01-03
2018,1,4,8.8361,8.9791,9.9384,2018-01-04
2018,1,5,8.6018,8.8524,9.5753,2018-01-05
2018,1,6,6.839,8.4286,4.9447,2018-01-06
2018,1,7,8.7492,8.8423,9.8974,2018-01-07
2018,1,8,8.2433,8.7538,8.8834,2018-01-08
2018,1,9,8.4158,8.5877,9.4613,2018-01-09
2018,1,10,5.381,8.011,2.4442,2018-01-10
2018,1,11,5.3796,8.0681,3.0859,2018-01-11
2018,1,12,4.9824,8.2579,1.8598,2018-01-12
2018,1,13,3.9528,7.8818,0.2717,2018-01-13
2018,1,14,3.3826,8.0558,0.5198,2018-01-14
2018,1,15,4.1688,8.1866,2.3462,2018-01-15
2018,1,16,6.1032,8.0738,3.9895,2018-01-16
2018,1,17,6.6058,7.9793,4.7378,2018-01-17
2018,1,18,3.3432,7.956,0.133,2018-01-18
2018,1,19,3.7889,8.0167,0.6694,2018-01-19
2018,1,20,5.647,8.0374,2.2222,2018-01-20
2018,1,21,4.7383,8.053,1.4902,2018-01-21
2018,1,22,7.5485,8.1682,7.1402,2018-01-22
2018,1,23,8.1658,8.3237,8.784,2018-01-23
2018,1,24,4.2528,7.8778,0.4483,2018-01-24
2018,1,25,5.9278,7.962,2.8217,2018-01-25
2018,1,26,4.8821,7.9692,2.7391,2018-01-26
2018,1,27,5.058,7.735,1.5247,2018-01-27
2018,1,28,4.302,7.759,1.6901,2018-01-28
2018,1,29,5.563,7.5852,2.6455,2018-01-29
2018,1,30,7.2799,8.1055,7.4366,2018-01-30
2018,1,31,4.8053,7.9824,1.7496,2018-01-31
2018,2,1,6.4476,7.9675,4.1446,2018-02-01
2018,2,2,7.7436,8.184,7.9147,2018-02-02
2018,2,3,8.4979,8.509,10.199,2018-02-03
2018,2,4,8.2798,8.3189,9.6986,2018-02-04
2018,2,5,7.716,8.2601,8.0232,2018-02-05
2018,2,6,7.4525,8.2488,7.9308,2018-02-06
2018,2,7,8.0556,8.2195,9.233,2018-02-07
2018,2,8,7.2653,8.0244,6.6295,2018-02-08
2018,2,9,7.6162,7.9788,8.1082,2018-02-09
2018,2,10,4.9699,7.6786,1.8922,2018-02-10
2018,2,11,3.8832,7.501,0.2342,2018-02-11
2018,2,12,5.333,7.9978,3.2623,2018-02-12
2018,2,13,8.3914,8.4307,10.2934,2018-02-13
2018,2,14,6.9146,8.0712,5.4473,2018-02-14
2018,2,15,7.3783,8.0174,7.1863,2018-02-15
2018,2,16,6.635,7.8238,5.5663,2018-02-16
2018,2,17,5.2178,7.3214,1.0954,2018-02-17
2018,2,18,2.6988,7.3111,0.1738,2018-02-18
2018,2,19,1.5665,7.399,0.3494,2018-02-19
2018,2,20,6.815,7.7278,6.948,2018-02-20
2018,2,21,7.1126,7.7374,6.9552,2018-02-21
2018,2,22,8.1089,8.1252,10.2379,2018-02-22
2018,2,23,7.9442,8.0172,9.9086,2018-02-23
2018,2,24,7.709,7.8751,8.8699,2018-02-24
2018,2,25,7.237,7.6445,7.4086,2018-02-25
2018,2,26,6.6912,7.487,6.6055,2018-02-26
2018,2,27,6.4488,7.3877,5.545,2018-02-27
2018,2,28,3.0379,7.1405,1.0678,2018-02-28
2018,3,1,2.7458,7.1561,0.8822,2018-03-01
2018,3,2,4.795,7.1047,2.7929,2018-03-02
2018,3,3,3.7644,6.8074,1.7088,2018-03-03
2018,3,4,1.5307,6.966,0.5489,2018-03-04
2018,3,5,4.043,6.9998,2.9441,2018-03-05
2018,3,6,4.7434,6.9677,2.1214,2018-03-06
2018,3,7,7.4294,7.5134,8.6467,2018-03-07
2018,3,8,6.9197,7.283,7.0661,2018-03-08
2018,3,9,5.0705,6.9149,1.8314,2018-03-09
2018,3,10,6.9281,7.1498,8.003,2018-03-10
2018,3,11,6.5328,7.0116,6.8033,2018-03-11
2018,3,12,6.899,7.0483,8.1946,2018-03-12
2018,3,13,3.5213,6.769,2.5663,2018-03-13
2018,3,14,5.5855,6.6545,4.2504,2018-03-14
2018,3,15,3.5021,6.3991,1.8931,2018-03-15
2018,3,16,6.1346,6.5794,6.1774,2018-03-16
2018,3,17,6.2309,6.6725,6.8335,2018-03-17
2018,3,18,6.7798,6.8225,8.4876,2018-03-18
2018,3,19,3.181,6.3602,1.1993,2018-03-19
2018,3,20,4.3661,6.3869,2.2138,2018-03-20
2018,3,21,2.8978,6.515,0.8191,2018-03-21
2018,3,22,6.151,6.4711,7.0253,2018-03-22
2018,3,23,6.1282,6.3578,6.7745,2018-03-23
2018,3,24,5.7322,6.3643,5.8908,2018-03-24
2018,3,25,5.196,6.799,2.267,2018-03-25
2018,3,26,6.138,6.7848,5.9208,2018-03-26
2018,3,27,2.5154,6.2614,0.7042,2018-03-27
2018,3,28,3.5316,6.1476,2.1288,2018-03-28
2018,3,29,4.4129,6.0559,2.879,2018-03-29
2018,3,30,3.258,5.8236,0.109,2018-03-30
2018,3,31,3.5525,5.9676,1.7518,2018-03-31
2018,4,1,3.9298,6.1135,3.4378,2018-04-01
2018,4,2,5.4866,6.1498,5.2426,2018-04-02
2018,4,3,5.8289,6.0758,6.8263,2018-04-03
2018,4,4,5.7799,6.096,6.9485,2018-04-04
2018,4,5,6.0185,6.1716,8.1526,2018-04-05
2018,4,6,6.27,6.2784,8.8966,2018-04-06
2018,4,7,6.0912,6.0967,8.4178,2018-04-07
2018,4,8,6.0437,6.1195,8.2466,2018-04-08
2018,4,9,5.8774,6.001,8.0642,2018-04-09
2018,4,10,5.5685,5.8486,6.6235,2018-04-10
2018,4,11,5.8361,5.8649,8.1173,2018-04-11
2018,4,12,5.5954,5.7758,7.6066,2018-04-12
2018,4,13,4.1424,5.6273,4.0006,2018-04-13
2018,4,14,4.6126,5.5118,4.8859,2018-04-14
2018,4,15,5.261,5.6609,6.9698,2018-04-15
2018,4,16,5.418,5.6549,7.2595,2018-04-16
2018,4,17,5.5922,5.6381,8.209,2018-04-17
2018,4,18,5.4996,5.5694,8.0419,2018-04-18
2018,4,19,4.8706,5.3762,6.3115,2018-04-19
2018,4,20,5.1079,5.3518,6.5294,2018-04-20
2018,4,21,4.9925,5.3544,6.9979,2018-04-21
2018,4,22,5.1641,5.3146,6.984,2018-04-22
2018,4,23,4.5079,5.1967,4.5643,2018-04-23
2018,4,24,4.4136,5.1043,4.0476,2018-04-24
2018,4,25,5.1905,5.1934,7.5173,2018-04-25
2018,4,26,4.4218,5.0786,3.6175,2018-04-26
2018,4,27,4.7107,5.1206,4.6579,2018-04-27
2018,4,28,3.822,4.9644,2.0287,2018-04-28
2018,4,29,5.0333,5.0436,7.5053,2018-04-29
2018,4,30,5.039,5.0515,7.4959,2018-04-30
2018,5,1,4.9351,4.9762,6.918,2018-05-01
2018,5,2,4.8422,4.9651,6.8095,2018-05-02
2018,5,3,4.7734,4.9325,6.6031,2018-05-03
2018,5,4,4.7606,4.8938,6.5995,2018-05-04
2018,5,5,2.3976,4.4762,0.9847,2018-05-05
2018,5,6,2.975,4.5353,1.8686,2018-05-06
2018,5,7,3.7838,4.5691,3.605,2018-05-07
2018,5,8,3.515,4.637,2.2087,2018-05-08
2018,5,9,3.623,4.5235,1.8631,2018-05-09
2018,5,10,3.8206,4.5346,3.107,2018-05-10
2018,5,11,3.7817,4.8031,4.1638,2018-05-11
2018,5,12,4.8353,4.9406,7.4998,2018-05-12
2018,5,13,4.7098,4.8605,7.0318,2018-05-13
2018,5,14,4.506,4.6774,6.5484,2018-05-14
2018,5,15,1.421,4.2941,0.8458,2018-05-15
2018,5,16,3.1699,4.1902,2.2795,2018-05-16
2018,5,17,3.7135,4.355,4.2917,2018-05-17
2018,5,18,0.5616,4.1515,0.3127,2018-05-18
2018,5,19,3.9286,4.6596,4.739,2018-05-19
2018,5,20,4.6517,4.7071,7.5828,2018-05-20
2018,5,21,4.6142,4.6704,7.4023,2018-05-21
2018,5,22,4.4489,4.5614,7.1395,2018-05-22
2018,5,23,4.6855,4.6889,8.0851,2018-05-23
2018,5,24,4.4275,4.4914,7.2146,2018-05-24
2018,5,25,4.3469,4.3572,6.8705,2018-05-25
2018,5,26,4.121,4.2146,6.0718,2018-05-26
2018,5,27,3.9353,4.181,5.3748,2018-05-27
2018,5,28,4.2814,4.2866,7.0994,2018-05-28
2018,5,29,4.1294,4.253,6.239,2018-05-29
2018,5,30,3.4704,3.9302,3.2734,2018-05-30
2018,5,31,0.7462,3.4075,0.1877,2018-05-31
2018,6,1,0.9072,3.8887,0.4922,2018-06-01
2018,6,2,1.1801,4.1201,0.3665,2018-06-02
2018,6,3,3.041,4.0862,3.2282,2018-06-03
2018,6,4,0.9516,3.9708,0.1793,2018-06-04
2018,6,5,1.6147,4.0274,0.8839,2018-06-05
2018,6,6,2.4324,4.0762,1.8144,2018-06-06
2018,6,7,3.9634,4.2713,5.855,2018-06-07
2018,6,8,4.1909,4.3298,6.8446,2018-06-08
2018,6,9,2.8284,3.8359,3.0622,2018-06-09
2018,6,10,2.9263,3.8059,3.0468,2018-06-10
2018,6,11,2.2198,3.7289,1.4736,2018-06-11
2018,6,12,2.0093,3.8842,2.0585,2018-06-12
2018,6,13,3.5712,4.3344,4.4549,2018-06-13
2018,6,14,1.9577,4.183,0.799,2018-06-14
2018,6,15,2.0712,4.1686,0.1742,2018-06-15
2018,6,16,4.3289,4.3632,7.7894,2018-06-16
2018,6,17,4.0327,4.1544,6.2342,2018-06-17
2018,6,18,3.8501,3.876,5.5229,2018-06-18
2018,6,19,4.0759,4.0901,7.0433,2018-06-19
2018,6,20,3.9324,3.9629,6.5098,2018-06-20
2018,6,21,3.3437,3.8198,4.3618,2018-06-21
2018,6,22,3.7531,3.8016,5.4574,2018-06-22
2018,6,23,3.5016,3.8347,4.5334,2018-06-23
2018,6,24,0.6598,3.3238,0.1116,2018-06-24
2018,6,25,0.9002,3.6778,0.1598,2018-06-25
2018,6,26,1.6142,3.5402,0.935,2018-06-26
2018,6,27,3.1963,3.659,3.6456,2018-06-27
2018,6,28,2.6299,3.731,2.599,2018-06-28
2018,6,29,2.7398,3.6955,2.5334,2018-06-29
2018,6,30,3.6881,3.8438,5.1468,2018-06-30
2018,7,1,3.2606,3.8422,2.9532,2018-07-01
2018,7,2,3.0247,3.8191,3.6631,2018-07-02
2018,7,3,0.6295,3.8182,0.2894,2018-07-03
2018,7,4,1.4268,3.7183,0.2587,2018-07-04
2018,7,5,1.9639,3.5892,1.4126,2018-07-05
2018,7,6,2.357,3.7697,0.4838,2018-07-06
2018,7,7,1.5022,3.6014,0.3487,2018-07-07
2018,7,8,0.617,3.9,0.3802,2018-07-08
2018,7,9,1.793,4.2041,0.4186,2018-07-09
2018,7,10,4.2523,4.421,6.9782,2018-07-10
2018,7,11,3.1582,4.3802,1.2048,2018-07-11
2018,7,12,2.8308,3.9379,1.6836,2018-07-12
2018,7,13,3.8731,4.0061,5.4235,2018-07-13
2018,7,14,4.1374,4.1426,6.649,2018-07-14
2018,7,15,3.7706,4.0008,5.1746,2018-07-15
2018,7,16,3.8189,3.9598,5.0155,2018-07-16
2018,7,17,3.4637,3.8765,3.9708,2018-07-17
2018,7,18,4.1688,4.1743,6.4056,2018-07-18
2018,7,19,3.6353,4.0634,3.8748,2018-07-19
2018,7,20,0.6122,3.9965,0.2458,2018-07-20
2018,7,21,4.4746,4.7575,6.3538,2018-07-21
2018,7,22,1.9886,3.9144,0.1265,2018-07-22
2018,7,23,2.7634,3.769,1.3114,2018-07-23
2018,7,24,1.2706,4.0728,0.6631,2018-07-24
2018,7,25,1.6114,4.1467,0.3007,2018-07-25
2018,7,26,3.2189,4.4395,2.8786,2018-07-26
2018,7,27,1.8149,4.1966,1.6771,2018-07-27
2018,7,28,2.9035,4.0402,2.2332,2018-07-28
2018,7,29,4.6562,4.8118,6.2978,2018-07-29
2018,7,30,4.4155,4.7316,5.9918,2018-07-30
2018,7,31,4.8574,4.9339,7.5329,2018-07-31
2018,8,1,4.8814,4.9013,7.6418,2018-08-01
2018,8,2,1.9543,4.3298,0.0149,2018-08-02
2018,8,3,4.0824,4.5977,3.6756,2018-08-03
2018,8,4,3.2328,4.8454,1.0111,2018-08-04
2018,8,5,3.1085,5.1346,1.703,2018-08-05
2018,8,6,5.1026,5.1142,7.9865,2018-08-06
2018,8,7,4.7573,4.8002,6.787,2018-08-07
2018,8,8,1.4712,4.277,0.6377,2018-08-08
2018,8,9,5.2908,5.2994,8.4878,2018-08-09
2018,8,10,5.1888,5.2927,7.6546,2018-08-10
2018,8,11,5.3606,5.3837,8.419,2018-08-11
2018,8,12,5.3112,5.3326,8.3398,2018-08-12
2018,8,13,5.1295,5.171,7.5643,2018-08-13
2018,8,14,1.0481,4.7167,0.0967,2018-08-14
2018,8,15,3.5712,4.7374,2.3825,2018-08-15
2018,8,16,4.9342,4.9882,6.3674,2018-08-16
2018,8,17,5.0981,5.1146,7.0133,2018-08-17
2018,8,18,4.9337,5.0878,6.2167,2018-08-18
2018,8,19,1.5074,4.5874,0.3814,2018-08-19
2018,8,20,0.9955,4.6469,0.0262,2018-08-20
2018,8,21,0.8743,5.0297,0.4426,2018-08-21
2018,8,22,3.4198,5.599,2.4439,2018-08-22
2018,8,23,4.8336,5.4048,6.095,2018-08-23
2018,8,24,2.5049,5.0561,1.7522,2018-08-24
2018,8,25,5.8718,5.9112,8.2385,2018-08-25
2018,8,26,6.0694,6.1034,9.2002,2018-08-26
2018,8,27,6.1622,6.2062,9.3432,2018-08-27
2018,8,28,5.5313,5.6218,7.5442,2018-08-28
2018,8,29,5.3611,5.4089,6.8311,2018-08-29
2018,8,30,5.0338,5.1869,5.3858,2018-08-30
2018,8,31,1.8185,4.7035,0.6269,2018-08-31
2018,9,1,0.8645,4.8274,0.0886,2018-09-01
2018,9,2,1.6145,5.7694,0.4385,2018-09-02
2018,9,3,3.557,5.8382,2.9695,2018-09-03
2018,9,4,6.2352,6.2614,8.9326,2018-09-04
2018,9,5,6.4574,6.4622,9.4968,2018-09-05
